card,L1_대분류,L2_중분류,process_uid,process_id,process_name,step_no,row_id,기능,시스템,담당자,상태,근거,cross,귀속
t65,정산·통계,정산,t65-P21,P21,매출·결제수단·할인 집계,4,STD-FIN-011,쿠폰/할인 사용액 집계,셀러어드민,최숙진,작동,https://service.shopby.co.kr/statistic/promotion/additionalDiscount@2026-09-16,,담당
t65,정산·통계,상품,t65-P22,P22,고객군·상품군 판매 통계,1,STD-FIN-004,상품별 판매 통계,셀러어드민,최숙진,작동,https://service.shopby.co.kr/statistic/sales/period@2026-09-16 21:33,,담당
t65,정산·통계,상품,t65-P22,P22,고객군·상품군 판매 통계,2,STD-FIN-005,상품군별 매출 비중,셀러어드민,최숙진,작동,https://service.shopby.co.kr/statistic/sales/period@2026-09-16 21:33,,담당
t65,정산·통계,고객,t65-P22,P22,고객군·상품군 판매 통계,3,STD-FIN-006,회원/비회원 주문 비중,셀러어드민,최숙진,작동,https://service.shopby.co.kr/statistic/sales/period@2026-09-16 21:33,,담당
t65,정산·통계,상품·고객(원장전용),t65-P22,P22,고객군·상품군 판매 통계,4,STD-FIN-015,[구IA#79] 인쇄/제본 상품통계 (상세보기),셀러어드민,최숙진,미실측,IA No.79 인쇄/제본 상품통계 · webadmin 통계 화면 없음 @ 2026-09-16 21:28 · 샵바이 통계(R1d),,담당
t65,정산·통계,상품·고객(원장전용),t65-P22,P22,고객군·상품군 판매 통계,5,STD-FIN-016,[구IA#80] 굿즈 상품통계 (상세보기),셀러어드민,최숙진,미실측,IA No.80 굿즈 상품통계 · 동 79,,담당
t65,정산·통계,상품·고객(원장전용),t65-P22,P22,고객군·상품군 판매 통계,6,STD-FIN-017,[구IA#81] 패키지 상품통계 (상세보기),셀러어드민,최숙진,미실측,IA No.81 패키지 상품통계 · 동 79,,담당
t65,정산·통계,상품·고객(원장전용),t65-P22,P22,고객군·상품군 판매 통계,7,STD-FIN-018,[구IA#82] 수작 상품통계 (상세보기),셀러어드민,최숙진,미실측,IA No.82 수작 상품통계 · 동 79,,담당
t65,정산·통계,생산,t65-P23,P23,생산·외주 작업량·발주정산,1,STD-FIN-007,공정/팀별 작업량 통계,MES,최숙진,미착수,print-kb/wiki/policy/custom-dev.md#CST-09 · L4 사유: 제작상품 팀별통계(Excel)가 legacy 에 있으나 구현 근거 없음,t64 생산·출고 카드 — MES 공정 실적,담당
t65,정산·통계,정산,t65-P23,P23,생산·외주 작업량·발주정산,2,STD-FIN-010,외주 발주/정산 엑셀 산출,미확인,최숙진,미착수,print-quote/04_design/ia.md §2.3 SM-A-55 · L4 사유: 굿즈 발주/정산 Excel 이 legacy 에 있으나 구현 근거 없음,t64 생산·출고 카드 — MES 공정 실적,담당
t65,정산·통계,생산·정산(원장전용),t65-P23,P23,생산·외주 작업량·발주정산,3,STD-FIN-019,[구IA#84] 굿즈 발주/정산 (Excel 다운),미확인,최숙진,미착수,IA No.84 굿즈 발주/정산 Excel · MES 현행(auto-vs-human §2.7) · webadmin 없음 @ 2026-09-16 21:28,t64 생산·출고 카드 — MES 공정 실적,담당
t65,정산·통계,정산,t65-P24,P24,PG 정산 대사·계좌·미수금,1,STD-FIN-008,PG 정산 대사,미확인,최숙진,미착수,print-kb/wiki/policy/order-payment.md#PAY-02 · L4 사유: 샵바이 정산이 라인 salePrice/addPrice 를 권위로 쓰는지 미관측(X-SETTLE-AUTH) — 대사 설계 이전 단계,,담당
t65,정산·통계,정산(원장전용),t65-P24,P24,PG 정산 대사·계좌·미수금,2,STD-FIN-013,[구IA#47] 계좌관리 (원장용 계좌 등록),미확인,최숙진,미착수,docs/huni/후니정기미팅 정리260915.html 「프린팅머니 원장 — 후니 웹어드민이 잔액·원장 보유 · 배치 미정」,,담당
t65,정산·통계,정산(원장전용),t65-P24,P24,PG 정산 대사·계좌·미수금,3,STD-FIN-014,[구IA#49] 업체별 미수금,미확인,최숙진,미착수,IA No.49 업체별 미수금 · 9/15 회의 원장 배치 미정 · webadmin 해당 화면 없음 @ 2026-09-16 21:28,,담당
t65,정산·통계,정산(원장전용),t65-P24,P24,PG 정산 대사·계좌·미수금,4,STD-FIN-020,"가상계좌 정산한도 1,000만 원 초과 시 처리 방안",결정(PM),외부(토스페이먼츠),미착수,후니정기미팅 정리260915.html §프린팅머니 · 미결 4,,담당
t65,정산·통계,정산,t65-P25,P25,프린팅머니 부채 집계·내보내기·외부회계 연동,1,STD-FIN-009,적립금(프린팅머니) 부채 집계,미확인,최숙진,미착수,print-kb/wiki/policy/mypage.md#MYP-02 · L4 사유: 고객측 포인트 잔액 조회는 done(SB-050)이나 부채 집계 화면 없음. 적립금 만료 기본값도 미명문화(X-MIG-EXPIRY),t62 회원·혜택 카드 P10~P12 — 프린팅머니 충전·사용,담당
t65,정산·통계,내보내기,t65-P25,P25,프린팅머니 부채 집계·내보내기·외부회계 연동,2,STD-FIN-012,통계·주문 데이터 엑셀 내보내기,미확인,최숙진,미착수,print-quote/04_design/ia.md §2.3 SM-A-56 팀별통계 Excel · L4 사유: 엑셀 내보내기는 legacy 통계 2건에 부분 포함(1:N) — 전역 내보내기 기능으로는 미구현,t62 회원·혜택 카드 P10~P12 — 프린팅머니 충전·사용,담당
t65,정산·통계,정산(원장전용),t65-P25,P25,프린팅머니 부채 집계·내보내기·외부회계 연동,3,STD-FIN-021,적립금·증빙 데이터의 MS·이카운트 연동 방식,결정(PM),최숙진,미착수,"후니정기미팅 정리260915.html §증빙서류 · 미결 3 / 후니-오픈잔여작업-실무진안내_260909.html §항목 4 · 결정 필요 — 증빙서류, 이카운트 연동 방안",t62 회원·혜택 카드 P10~P12 — 프린팅머니 충전·사용,담당
t65,시스템·플랫폼,권한(원장전용),t65-P26,P26,관리자 계정·권한·감사로그,1,STD-SYS-038,실무진 운영자 계정 생성 + 권한그룹(현재 마스터 1·권한그룹 0),셀러어드민,최숙진,미착수,https://service.shopby.co.kr/admin/list·/authorityGroup/list @ 2026-09-16 21:33 (R/R1d/evidence/52-admin-list.txt·53-authority-group.txt),,담당
t65,시스템·플랫폼,권한,t65-P26,P26,관리자 계정·권한·감사로그,2,STD-SYS-001,관리자 계정 등록·관리,몰·webadmin,김동학,부분,SB-059 stub — huni-skin-shopby/src/app/(admin)/admin/page.tsx:1-8 (자리표시) · WA-058 partial — raw/webadmin/webadmin/catalog/admin.py:2242-2310,,담당
t65,시스템·플랫폼,권한(원장전용),t65-P26,P26,관리자 계정·권한·감사로그,3,STD-SYS-025,[구IA#44] 관리자 등록/관리,webadmin,서희항,부분,https://huni-admin.printly.co.kr/admin/auth/user/ 4행 @ 2026-09-16 21:28 (webadmin 관리자) · 샵바이 운영자 등록은 셀러어드민(R1d),,담당
t65,시스템·플랫폼,권한,t65-P26,P26,관리자 계정·권한·감사로그,4,STD-SYS-002,역할 기반 세분 권한 제어,huni-mall,김동학,부분,SB-060 partial — huni-skin-shopby/src/proxy.ts:21-23 (ADMIN 검사 미활성 주석) · src/lib/api/hooks/use-admins.ts:20,,담당
t65,시스템·플랫폼,권한(원장전용),t65-P26,P26,관리자 계정·권한·감사로그,5,STD-SYS-042,"관리자 대시보드(/admin) 존폐 결정 — 빈 스캐폴드이며 role 이 항상 ""user"" 라 누구도 진입 불가",결정(PM),신우진,미착수,"huni-skin-shopby/src/app/(admin)/admin/page.tsx:2-8 스캐폴드 · src/lib/auth/auth.ts:161 `token.role = ""user""` 무조건 · src/app/(admin)/layout.tsx:19 admin 아니면 / · SPEC-TAKEOVER-001 U-16",,담당
t65,시스템·플랫폼,권한,t65-P26,P26,관리자 계정·권한·감사로그,6,STD-SYS-003,관리자 작업 감사로그,셀러어드민,최숙진,작동,https://service.shopby.co.kr/PrivacyAccessHistories@2026-09-16,,담당
t65,시스템·플랫폼,설정(원장전용),t65-P27,P27,몰 기초정보·도메인·발송메일 설정,1,STD-SYS-037,기초정보 사업자 정보 입력(회사명·사업자등록번호·통신판매업신고번호·주소·개인정보책임자),셀러어드민,최숙진,미착수,"https://service.shopby.co.kr/service @ 2026-09-16 21:33 — 회사명·사업자등록번호·통신판매업 신고번호·주소·업종/업태·개인정보보호책임자 빈칸 · 대표자명 「대표 운영자」 · API serviceBasicInfo companyName="""" (R/R1d/evidence/72-service-basic.txt)",,담당
t65,시스템·플랫폼,설정(원장전용),t65-P27,P27,몰 기초정보·도메인·발송메일 설정,2,STD-SYS-036,쇼핑몰 도메인·SNS 콜백 URL 정합(shopby.huniprinting.com / shoby.huniprinting.com / shoby.huniprinting.co.kr),셀러어드민,김동학,미착수,https://service.shopby.co.kr/mall/modification/81683 @ 2026-09-16 21:31 — PC 웹 도메인 https://shopby.huniprinting.com/ · 모바일 웹 https://shoby.huniprinting.com · SNS 콜백 PC https://shoby.huniprinting.co.kr/callback/auth-callback · 실제 신규몰(p1)=https://shopby.huniprinting.co.kr/ (R/R1d/evidence/20-mall-list.txt·24-mall-modification.txt),,담당
t65,시스템·플랫폼,설정(원장전용),t65-P27,P27,몰 기초정보·도메인·발송메일 설정,3,STD-SYS-024,보호 라우트 리다이렉트가 vercel.app 도메인으로 튐(마이페이지·/admin),huni-mall,김동학,미착수,https://shopby.huniprinting.co.kr/mypage → https://huni-skin-shopby.vercel.app/login?callbackUrl=%2Fmypage @ 2026-09-16 21:27,,담당
t65,시스템·플랫폼,설정(원장전용),t65-P27,P27,몰 기초정보·도메인·발송메일 설정,4,STD-SYS-040,발송전용 e-mail 도메인(gmail) 정리·자동 메일 도메인 인증,셀러어드민,최숙진,미착수,https://service.shopby.co.kr/mall/modification/81683 @ 2026-09-16 21:31 — 고객센터/발송전용 e메일 [연락처 마스킹] · 화면 안내 「개인/회사 소유 도메인은 SPF/DKIM/DMARC 인증 필요」 · /mail/dispatch 발송 메일 동일 (R/R1d/evidence/24-mall-modification.txt·32-mail-dispatch.txt),,담당
t65,시스템·플랫폼,설정(원장전용),t65-P28,P28,알림(SMS·알림톡) 설정·발송,1,STD-SYS-029,SMS 발신번호 인증 완료,셀러어드민,최숙진,구현-미검증,후니정기미팅 정리260915.html §회원·로그인·인증 · 확정 3,주문·결제 카드 — 주문 단계별 알림 시점,담당
t65,시스템·플랫폼,설정(원장전용),t65-P28,P28,알림(SMS·알림톡) 설정·발송,2,STD-SYS-030,테스트용 SMS 충전 완료 여부 확인,셀러어드민,최숙진,미착수,후니정기미팅 정리260915.html §회원·로그인·인증 · 미결 2,주문·결제 카드 — 주문 단계별 알림 시점,담당
t65,시스템·플랫폼,설정(원장전용),t65-P28,P28,알림(SMS·알림톡) 설정·발송,3,STD-SYS-034,"SMS 사용설정 「사용」 전환 + 포인트 충전(현재 1,000P·사용 안 함)",셀러어드민,최숙진,미착수,"https://service.shopby.co.kr/pro/premium/sms/main/config @ 2026-09-16 21:31 — SMS 사용설정 「사용 안 함」·잔여 1,000P(SMS 1,000건/알림톡 1,666건)·발신번호 02-3409-8853 등록·부족알림 사용(100P) (R/R1d/evidence/30-sms-config.png)",주문·결제 카드 — 주문 단계별 알림 시점,담당
t65,시스템·플랫폼,설정(원장전용),t65-P28,P28,알림(SMS·알림톡) 설정·발송,4,STD-SYS-035,알림톡 사용여부 「사용함」 + 주문배송 항목 선택 + 템플릿 검수,셀러어드민,최숙진,미착수,https://service.shopby.co.kr/pro/premium/kakao/notification/config @ 2026-09-16 21:31~21:34 — 채널 @huniprinting·발신프로필키 등록·알림톡 사용여부 「사용 안 함」·주문배송 항목 전부 「사용 안 함」·템플릿 관리 0건 (R/R1d/evidence/31-kakao-alimtalk.png·33-alimtalk-order-delivery.png·35-alimtalk-template-list.txt),주문·결제 카드 — 주문 단계별 알림 시점,담당
t65,시스템·플랫폼,설정,t65-P28,P28,알림(SMS·알림톡) 설정·발송,5,STD-SYS-006,알림(SMS/알림톡/이메일) 템플릿 설정,셀러어드민,최숙진,미착수,print-kb/wiki/policy/order-mgmt.md#OMG-03 · L4 사유: 알림 템플릿 관리 L2 무근거. 계약 선행.,주문·결제 카드 — 주문 단계별 알림 시점,담당
t65,시스템·플랫폼,설정,t65-P29,P29,결제(PG)·배송비 정책 설정,1,STD-SYS-004,PG 연동 설정,셀러어드민,최숙진,부분,SB-033 done — huni-skin-shopby/src/lib/payments/ncp-pay.ts:47-70 · src/app/api/pay-config/route.ts:8 / SB-032 absent — src/components/checkout/checkout-form.tsx:8-9 ('PG 연동은 후속 — 현재는 무통장만 동작'),결제(STD-PAY)·배송(STD-SHP) 카드 — 고객이 겪는 결제·배송 화면,담당
t65,시스템·플랫폼,설정,t65-P29,P29,결제(PG)·배송비 정책 설정,2,STD-SYS-005,배송비 정책 설정,셀러어드민,최숙진,부분,print-kb/wiki/policy/shipping.md#SHIP-02 · L4 사유: 도서산간 권역 정책 미확정(1차 W7-9).,결제(STD-PAY)·배송(STD-SHP) 카드 — 고객이 겪는 결제·배송 화면,담당
t65,시스템·플랫폼,연동,t65-P30,P30,상품·가격 데이터 동기화(webadmin ↔ 샵바이),1,STD-SYS-007,커머스 플랫폼 API 인증·토큰 관리,huni-mall,김동학,작동,https://shopby.huniprinting.co.kr/product/136578124@2026-09-16 21:29,상품·카탈로그(STD-CAT) 카드 — 고객이 보는 상품 목록·시작가,담당
t65,시스템·플랫폼,연동,t65-P30,P30,상품·가격 데이터 동기화(webadmin ↔ 샵바이),2,STD-SYS-008,인쇄 도메인 DB ↔ 커머스 상품 동기화,webadmin,서희항,부분,WA-045 done — raw/webadmin/webadmin/catalog/shopby_sync.py:1-30 · WA-046 done — catalog/shopby_client.py:1-50 · SB-015 partial — huni-skin-shopby/src/lib/printly/product-code-map.ts:41-49 (수동 7건만 등록),상품·카탈로그(STD-CAT) 카드 — 고객이 보는 상품 목록·시작가,담당
t65,시스템·플랫폼,연동(원장전용),t65-P30,P30,상품·가격 데이터 동기화(webadmin ↔ 샵바이),3,STD-SYS-041,상품 텍스트옵션 라벨 huni_token 미등록 확정(U-2) → 스킨 담기 구현 정합,몰·샵바이,김동학+신우진,미착수,"API GET /products/136578130 mallProductInputs=[huni_order, huni_item] (huni_token 없음) @ 2026-09-16 21:31 (R/R1d/evidence/api-server-product-sample.json) · Q0 label-check 226건 참조",상품·카탈로그(STD-CAT) 카드 — 고객이 보는 상품 목록·시작가,담당
t65,시스템·플랫폼,연동(원장전용),t65-P30,P30,상품·가격 데이터 동기화(webadmin ↔ 샵바이),4,STD-SYS-045,후니 위젯 서버키 헤더(X-Huni-Server-Key) 전송 배선 — 제공자가 WAPI_SERVER_KEY_REQUIRED 를 켜면 재견적이 403,몰·webadmin,김동학+서희항,미착수,huni-skin-shopby/src grep `X-Huni-Server-Key` 0곳 · huni-skin-next/src/lib/printly/server-key.ts(포크 구현·commit 6231dc4) · SPEC-TAKEOVER-001 spec.md:43·D-4,상품·카탈로그(STD-CAT) 카드 — 고객이 보는 상품 목록·시작가,담당
t65,시스템·플랫폼,연동(원장전용),t65-P30,P30,상품·가격 데이터 동기화(webadmin ↔ 샵바이),5,STD-SYS-049,Railway `vc_v_product_detail_tabs` 직접 SELECT — pg.Pool 타임아웃 없음·DDL 소유자 미정(계약 협상),huni-mall,김동학,미착수,huni-skin-shopby/src/lib/printly/publications.ts:48-56 Pool 옵션 없음·84-85 SELECT · SPEC-TAKEOVER-001 D-2 · 포크 M5(commit 5366dac) 타임아웃 적용,상품·카탈로그(STD-CAT) 카드 — 고객이 보는 상품 목록·시작가,담당
t65,시스템·플랫폼,연동(원장전용),t65-P30,P30,상품·가격 데이터 동기화(webadmin ↔ 샵바이),6,STD-SYS-039,웹훅 등록 화면 위치 확인(셀러어드민 내 미발견) 및 등록 여부,셀러어드민,최숙진,미착수,https://service.shopby.co.kr 전체메뉴 98링크 중 webhook 0 · 앱 상세(Huni Admin) 항목=설치정보·API 권한 8종만 · Server API GET /webhooks 404·/webhooks/failed 400 (R/R1d/evidence/01-fullmenu-links.txt·42-app-huni-admin-detail.txt·api-get-log.txt),상품·카탈로그(STD-CAT) 카드 — 고객이 보는 상품 목록·시작가,담당
t65,시스템·플랫폼,연동,t65-P31,P31,가격 계산 결과 카트 주입 브리지,1,STD-SYS-009,가격 계산 결과 카트 주입 브리지,huni-mall,김동학,작동,https://shopby.huniprinting.co.kr/cart@2026-09-16 21:27,장바구니·주문(STD-ORD) 카드 — 담기 이후 흐름,담당
t65,시스템·플랫폼,연동(원장전용),t65-P31,P31,가격 계산 결과 카트 주입 브리지,2,STD-SYS-023,담기 전달값의 민감정보 비노출·서명 검증(계약 준수),huni-mall,김동학,미착수,L0/N3/ARCHITECTURE-v2.md §10 A-13 (토큰·원고 저장키·프로젝트 식별자 평문 노출) · §3.2 · §8 I-2,장바구니·주문(STD-ORD) 카드 — 담기 이후 흐름,담당
t65,시스템·플랫폼,연동,t65-P32,P32,원고 저장소·디자인 에디터 연동,1,STD-SYS-010,원고 저장소(스토리지) 연동,webadmin,서희항,구현-미검증,WA-037 raw/webadmin/webadmin/config/urls.py:251 upload/presign · catalog/s3_artwork.py:208-280 · WA-052 catalog/artwork_promote.py:1,t64 생산·출고 카드 — 원고 검판(PitStop)·생산 투입,담당
t65,시스템·플랫폼,연동,t65-P32,P32,원고 저장소·디자인 에디터 연동,2,STD-SYS-011,디자인 에디터 외부 서비스 연동,미정(외부),미정,부분,WA-041 done — raw/webadmin/webadmin/config/urls.py:274-275 · catalog/edicus_lookup.py:214-260 · WA-047 done — catalog/edicus_views.py:278-674 / SB-020 stub — huni-skin-shopby/src/components/product/configurator-actions.tsx:170-176,t64 생산·출고 카드 — 원고 검판(PitStop)·생산 투입,담당
t65,시스템·플랫폼,연동,t65-P33,P33,본인인증·주소검색·배송추적 외부 연동,1,STD-SYS-012,본인인증 서비스 연동,huni-mall,김동학,부분,SB-043 absent(grep 무결과) · L2 D-17 endpoint='(호출 지점 없음)',회원·인증(t62) · 배송(STD-SHP) 카드,담당
t65,시스템·플랫폼,연동,t65-P33,P33,본인인증·주소검색·배송추적 외부 연동,2,STD-SYS-013,우편번호/주소 검색 서비스 연동,huni-mall,김동학,작동,https://shopby.huniprinting.co.kr/checkout/202609160243938684@2026-09-16 21:33,회원·인증(t62) · 배송(STD-SHP) 카드,담당
t65,시스템·플랫폼,연동,t65-P33,P33,본인인증·주소검색·배송추적 외부 연동,3,STD-SYS-014,택배사 배송추적 연동,huni-mall,김동학,부분,huni-shopby/01_research/order-to-delivery-contract.md §2.1 deliveryCompanyType · L4 사유: 택배사 연동·송장·배송추적 경로 미확인. L2 연계서비스 18건에도 택배사 없음.,회원·인증(t62) · 배송(STD-SHP) 카드,담당
t65,시스템·플랫폼,연동,t65-P34,P34,고객 유입·전환 품질(분석·SEO·반응형·리다이렉트),1,STD-SYS-015,웹 로그/전환 분석 도구 연동,huni-mall,김동학,미착수,[L4b보강] huni-skin-shopby/src 전역 gtag|GA4|googletagmanager|analytics grep 무결과,,담당
t65,시스템·플랫폼,품질,t65-P34,P34,고객 유입·전환 품질(분석·SEO·반응형·리다이렉트),2,STD-SYS-020,SEO 메타·사이트맵,huni-mall,김동학,미착수,[L4b보강] huni-skin-shopby/src 전역 sitemap|robots grep 무결과,,담당
t65,시스템·플랫폼,품질,t65-P34,P34,고객 유입·전환 품질(분석·SEO·반응형·리다이렉트),3,STD-SYS-019,반응형/모바일 대응,huni-mall,김동학,미착수,print-story/02_capture/order-flow-steps.md §A 위젯 높이 2130px 실측 · L4 사유: new — 반응형은 전 화면 횡단 품질축이라 화면 단위 legacy 분모에 행이 없다. 근거 print-story 실측(오염 아님). L2 가 판정하지 않아 상태 미상.,,담당
t65,시스템·플랫폼,품질,t65-P34,P34,고객 유입·전환 품질(분석·SEO·반응형·리다이렉트),4,STD-SYS-022,구 사이트 → 신규 사이트 URL 리다이렉트,huni-mall,김동학,미착수,print-kb/wiki/policy/membership-auth.md#MEM-01 마이그레이션 파생 · L4 사유: 구 URL 리다이렉트 맵·이전 사이트 종료 계획 미확인.,,담당
t65,시스템·플랫폼,품질,t65-P35,P35,장애 모니터링·백업복구·서버 환경,1,STD-SYS-016,주문/결제 실패 모니터링·알림,webadmin,서희항,부분,WA-055 done — raw/webadmin/webadmin/catalog/abuse_log.py:1 · rate_alerts.py:61-75 (텔레그램 알림),,담당
t65,시스템·플랫폼,품질(원장전용),t65-P35,P35,장애 모니터링·백업복구·서버 환경,2,STD-SYS-044,전역 오류 화면(error.tsx·not-found.tsx·global-error.tsx) 부재 — Next 기본 404/500 노출,huni-mall,김동학,미착수,`find huni-skin-shopby/src/app -maxdepth 2 -name error.tsx|not-found.tsx|global-error.tsx` 0개 · 포크 huni-skin-next/src/app/{error·global-error·not-found}.tsx 존재,,담당
t65,시스템·플랫폼,품질(원장전용),t65-P35,P35,장애 모니터링·백업복구·서버 환경,3,STD-SYS-054,운영 console.error 24건·요청 ID 없는 진단 로그 → 구조화 로그·요청 ID 이식,huni-mall,김동학,미착수,`grep -rnE 'console\.(log|error|warn)' huni-skin-shopby/src` 24 · audit report.md:71 M2 · 포크 huni-skin-next/src/lib/observability/{logger·request-id}.ts(commit f692a43),,담당
t65,시스템·플랫폼,품질,t65-P35,P35,장애 모니터링·백업복구·서버 환경,4,STD-SYS-017,데이터 백업·복구 절차,인프라,서희항,미착수,print-kb/wiki/huni/load-path.md 적재 경로 안전장치 · L4 사유: DB 스냅샷·복구 리허설 미확인.,,담당
t65,시스템·플랫폼,품질(원장전용),t65-P35,P35,장애 모니터링·백업복구·서버 환경,5,STD-SYS-031,PitStop 서버 환경 확보(Windows·RAM 16GB·AWS 별도 인스턴스),미정(외부),미정,미착수,후니정기미팅 정리260915.html §PDF 프리플라이트 · 미결 2,,담당
t65,시스템·플랫폼,품질(원장전용),t65-P36,P36,보안 강화(프록시 가드·XSS·CSP·개인정보),1,STD-SYS-043,[보안 Critical] /api/shopby 서버(파트너) API 범용 프록시가 인증·경로 화이트리스트 없이 파트너 비밀 토큰 중계,huni-mall,김동학,미착수,huni-skin-shopby/src/app/api/shopby/[...path]/route.ts:20-30 가드 없음 · artifacts/audit/iteration-1/report.md:27-33 C1·35 H1 · 포크 huni-skin-next/src/lib/api/server/shopby-proxy-guard.ts(default-deny),,담당
t65,시스템·플랫폼,품질(원장전용),t65-P36,P36,보안 강화(프록시 가드·XSS·CSP·개인정보),2,STD-SYS-046,공지 본문·상품설명 HTML 무필터 렌더(저장형 XSS 여지) — sanitize 적용,huni-mall,김동학,미착수,huni-skin-shopby/src/app/(main)/notice/[articleNo]/page.tsx:69 · src/components/product/configurator.tsx:77 dangerouslySetInnerHTML · audit report.md:77 M3 · 포크 huni-skin-next/src/lib/security/sanitize.ts,,담당
t65,시스템·플랫폼,품질(원장전용),t65-P36,P36,보안 강화(프록시 가드·XSS·CSP·개인정보),3,STD-SYS-047,보안 응답 헤더/CSP 부재(next.config.ts 에 headers() 없음),huni-mall,김동학,미착수,huni-skin-shopby/next.config.ts:1-17 headers 없음 · SPEC-TAKEOVER-001 spec.md:46 · 포크 M3(commit 348a8f4) CSP Report-Only,,담당
t65,시스템·플랫폼,품질,t65-P36,P36,보안 강화(프록시 가드·XSS·CSP·개인정보),4,STD-SYS-018,개인정보 보관·파기 정책 적용,huni-mall,김동학,작동,https://shopby.huniprinting.co.kr/privacy@2026-09-16 21:27,,담당
t65,시스템·플랫폼,품질(원장전용),t65-P37,P37,코드베이스 정비·포크 처리·CI·문서,1,STD-SYS-050,huni-skin-next 포크(SPEC-TAKEOVER-001 M0~M7·20커밋·remote 없음) 처리 결정 — 원본 main 에 선별 이식 vs 폐기,결정(PM),신우진+김동학,미착수,huni-skin-shopby/.git/info/exclude:7 `huni-skin-next/` · huni-skin-next `git remote` 0 · `git log 0f65b32..HEAD` 20 · 원본 9/10~9/15 4커밋 미반영,,담당
t65,시스템·플랫폼,품질(원장전용),t65-P37,P37,코드베이스 정비·포크 처리·CI·문서,2,STD-SYS-048,회귀 테스트 0개·CI 없음 — 포크의 특성화 테스트(14파일·108케이스)·ci.yml 이식,huni-mall,김동학,미착수,`find huni-skin-shopby/src -name '*.test.*'` 0 · .github/workflows/ 에 label-sync.yml 만 · 포크 huni-skin-next: 14 test files·.github/workflows/ci.yml(commit ed448b7·77b43cd),,담당
t65,시스템·플랫폼,품질(원장전용),t65-P37,P37,코드베이스 정비·포크 처리·CI·문서,3,STD-SYS-052,환경변수 정합 — 코드 참조 vs .env.example vs vercel-env-push.sh 불일치(HUNI_WIDGET_SITE_KEY·SHOPBY_NOTICE_BOARD_NO 예시 누락 · DEMO_AUTH_* 미사용 · GRAPHQL 2종 잔존),huni-mall,김동학,미착수,huni-skin-shopby/.env.example(21키) · scripts/vercel-env-push.sh(GRAPHQL_BRIDGE_SECRET·NEXT_PUBLIC_GRAPHQL_ENDPOINT) · src/lib/api/server/board.ts:14 · 포크 t10 commit 8ff573a,,담당
t65,시스템·플랫폼,품질(원장전용),t65-P37,P37,코드베이스 정비·포크 처리·CI·문서,4,STD-SYS-053,Prisma 로컬 DB(23테이블·DATABASE_URL) 존폐 — 코드 소비자 0(src/lib/prisma.ts 만),huni-mall,김동학,미착수,`grep -rn '@/lib/prisma' huni-skin-shopby/src` 0(정의 파일 제외) · prisma/README.md:3 · package.json postinstall `prisma generate` · SPEC-TAKEOVER-001 U-6,,담당
t65,시스템·플랫폼,품질(원장전용),t65-P37,P37,코드베이스 정비·포크 처리·CI·문서,5,STD-SYS-051,미병합 로컬 브랜치·워크트리 7개 정리(WT-* 6 + release/0.2.0) — 유효 변경 유무 확인 후 삭제,huni-mall,김동학,미착수,`git -C huni-skin-shopby branch --no-merged main` 7개 · `git worktree list` .claude/worktrees/{t1·t2·t3·t9·t10·t11·release-0.2.0},,담당
t65,정보·콘텐츠,품질(원장전용),t65-P37,P37,코드베이스 정비·포크 처리·CI·문서,6,STD-INF-013,저장소 문서 stale 정비 — docs/api/README 「코드는 아직 backend API 기준」·frontend README 「서버 확정 시 기입」·연동 현황 보고서(9/2) 갱신,huni-mall,김동학,미착수,huni-skin-shopby/docs/api/README.md:16-17 · docs/api/frontend/README.md:5-7 · artifacts/shopby-integration-status-report.md:6(2026-09-02 기준),,담당
t65,시스템·플랫폼,품질(원장전용),t65-P37,P37,코드베이스 정비·포크 처리·CI·문서,7,STD-SYS-026,오픈·안정화 후 유지보수 내부 인력 이관,결정(PM),서희항,미착수,후니정기미팅 정리260915.html §개발 역할 분담 · 확정 2,,담당
t65,시스템·플랫폼,결정(원장전용),t65-P38,P38,런칭 범위·조직·일정 결정,1,STD-SYS-033,사이트 전체 화면·절차 설계(버튼 동작·결제 단계 기능 가능 여부·비용 정리 후 컨펌),결정(PM),신우진,미착수,후니정기미팅 정리260915.html §일정·설계 · 미결 2,,담당
t65,시스템·플랫폼,결정(원장전용),t65-P38,P38,런칭 범위·조직·일정 결정,2,STD-SYS-032,오픈 목표일 확정 + 2주 테스트 시나리오,결정(PM),채훈희,부분,후니정기미팅 정리260915.html §일정·설계 · 미결 1 / 후니-오픈잔여작업-실무진안내_260909.html §항목 6 · ④ 완료 기준,,담당
t65,시스템·플랫폼,결정(원장전용),t65-P38,P38,런칭 범위·조직·일정 결정,3,STD-SYS-028,webadmin 영역 분리(쇼핑몰 관리자 영역 / DB·생산 영역),결정(PM),신우진,미착수,후니정기미팅 정리260915.html §개발 역할 분담 · 미결 1,,담당
t65,시스템·플랫폼,결정(원장전용),t65-P38,P38,런칭 범위·조직·일정 결정,4,STD-SYS-027,기술 책임 총괄 = CTO 서희항 대표,기록,—,미착수,후니정기미팅 정리260915.html §개발 역할 분담 · 확정 3,,담당
