std_id,대분류,중분류,기능,상태,오픈차단여부,매핑legacy_id,매핑asis_id,돈여부,주문여부,근거,비고,담당,sub_track,배정근거,done_criteria
STD-MFG-088,생산·공정,공정관리,공정 완료 신호 입력(출력완료·커팅완료·제본시작·봉재시작·가공시작),todo,오픈 무관,,,N,N,후니프린팅_공정관리_시행초안_20260210.pdf p.1 Summary || P1판정(260902): auto-vs-human §2.3 #45 🧑작업자 ✅현행 · §5 A-1 「특수인쇄가공팀 칸 비어 있음」,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2) · 특수인쇄가공팀 신호는 미확인(A-1),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「공정 완료 신호 입력(출력완료·커팅완료·제본시작·봉재시작·가공…」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-089,생산·공정,공정관리,팀 간 출고·입고 처리(봉제미싱입고·아크릴가공입고·제본입고·박작업입고),todo,오픈 무관,,,N,N,후니프린팅_공정관리_시행초안_20260210.pdf p.1 To Do List || P1판정(260902): 공정관리 시행초안 p.1 To Do List — 현행 수기,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「팀 간 출고·입고 처리(봉제미싱입고·아크릴가공입고·제본입고·박…」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-090,생산·공정,공정관리,앞공정 미완료 시 다음공정 차단(선후관계 interlock),미판정,미판정,,,N,N,후니프린팅_공정관리_시행초안_20260210.pdf p.1 「앞공정은 안찍으면 다음공정 못찍히게」 || P1판정(260902): auto-vs-human §5 A-5 「interlock 을 MES 가 이미 구현했는지 미확인 — MES 소스 없음」,R3 · 문서 근거만 있음 · 판정 불가 사유 — A-5 미확인(자동화 격차 G-10 후보),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,판정 보류 — A-5 미확인(자동화 격차 G-10 후보). 근거가 서면 그때 완료조건을 쓴다
STD-MFG-091,생산·공정,공정관리,팀별 파일 다운로드 권한(제작중 상태 and 생산다운여부 Y),todo,오픈 무관,,,N,N,[상위:STD-ART-028] 후니프린팅_주문프로세스_20251001.pdf p.9 §03-1 · p.11 §09 || P1판정(260902): PDF p.9 §03-1 · p.11 §09 — 현행 MES 권한 운영,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「팀별 파일 다운로드 권한(제작중 상태 and 생산다운여부 Y)」가 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-092,생산·공정,공정관리,인쇄타입별 접수파일 포맷 규약(PDF/AI/JPG),todo,오픈 무관,,,N,N,"후니프린팅_주문프로세스_20251001.pdf p.9 §03-1 || P1판정(260902): PDF p.9 §03-1 — 규약 존재, 현행 수기 준수",R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「인쇄타입별 접수파일 포맷 규약(PDF/AI/JPG)」가 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-093,생산·공정,공정관리,파일 다운로드 시 다운로드완료 상태 자동 전환,todo,오픈 무관,,,N,N,[구분:STD-ART-028] 후니프린팅_주문프로세스_20251001.pdf p.1 · p.11 §09 server || P1판정(260902): auto-vs-human §2.3 #43 🤖(🔴) 「지금」 칸 「—」 · 현행 MES 자동,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「파일 다운로드 시 다운로드완료 상태 자동 전환」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-094,생산·공정,공정관리,공정별 현황표(당일발주 대기·완료 / 당일생산 주의·불량 / 당일출고),todo,오픈 무관,,,N,N,후니프린팅_공정관리_시행초안_20260210.pdf p.2 || P1판정(260902): 공정관리 시행초안 p.2 현황표 — 현행 운영,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「공정별 현황표(당일발주 대기·완료 / 당일생산 주의·불량 / …」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-095,생산·공정,공정관리,1차 산출데이터(일별 출력량·출고건량·미출고건량·입고건량),todo,오픈 무관,,,N,N,후니프린팅_공정관리_시행초안_20260210.pdf p.1 산출데이터 1차 || P1판정(260902): 공정관리 시행초안 p.1 산출데이터 1차 — 현행 운영,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「1차 산출데이터(일별 출력량·출고건량·미출고건량·입고건량)」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-096,생산·공정,공정관리,2차 산출데이터(팀별 입고예정·공정별 평균리드타임·평균 제작기간),new,작업 항목,,,N,N,후니프린팅_공정관리_시행초안_20260210.pdf p.1 산출데이터 2차 「공정라우트 설정 후」 || P1판정(260902): 공정관리 시행초안 p.1 산출데이터 2차 「공정라우트 설정 후」 — 084 선행,R3 · 문서 근거만 있음 · 084·085·086 종속,인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,"「2차 산출데이터(팀별 입고예정·공정별 평균리드타임·평균 제작기…」를 담을 그릇(테이블·모듈·화면)이 생기고, webadmin 화면 + 라이브 DB + 출력물 에서 그 동작이 1회 관측된다"
STD-MFG-098,생산·공정,공정관리,자재 입·출고 관리,todo,오픈 무관,,,N,N,후니프린팅_주문프로세스_20251001.pdf p.4 §04 생산 || P1판정(260902): PDF p.4 §04 생산 — 현행 MES 운영,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「자재 입·출고 관리」가 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-099,생산·공정,공정관리,셋트상품·건수(같은 사양 반복) MES 작업 분해,partial,작업 항목,,,N,N,"[구분:STD-ADP-016] order-to-mes-process.md §12-11 · widget_api.py:1226,:1252 case_cnt || P1판정(260902): raw/webadmin/webadmin/catalog/widget_api.py:1226 case_cnt_rule · :1252 parse_case_cnt (건수 산출은 실재)","R3 · 문서 근거만 있음 · MES 작업 분해 규칙은 §12-11 미협의 · 원장 근거의 widget_api.py:3388 은 오기(실제 1226·1252) · 근거 정정(lead): widget_api.py:3388 → widget_api.py:1226,:1252 · 안 되는 부분: MES 작업 분해 규칙은 §12-11 미협의 (출처 비고)",인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,"이미 되는 부분은 webadmin 화면 + 라이브 DB + 출력물 에서 확인되고, 남은 부분(MES 작업 분해 규칙은 §12-11 미협의)이 webadmin 화면 + 라이브 DB + 출력물 에서 「셋트상품·건수(같은 사양 반복) MES 작업 분해」가 1회 관측된다"
STD-MFG-100,생산·공정,외주,외주처별 발주서 생성(접수파일 취합),todo,오픈 무관,,,N,N,[상위:STD-ADO-017] 후니프린팅_주문프로세스_20251001.pdf p.11 §09 외주발주 || P1판정(260902): auto-vs-human §2.2 #31 🧑 ✅현행 수기,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「외주처별 발주서 생성(접수파일 취합)」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-101,생산·공정,외주,책자 상품 수량·크기 기준 선택적 외주 판단,todo,오픈 무관,,,N,N,후니프린팅_주문프로세스_20251001.pdf p.11 §09 || P1판정(260902): auto-vs-human §2.2 #32 🧑 판단작업,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「책자 상품 수량·크기 기준 선택적 외주 판단」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-102,생산·공정,외주,외주 파일 다운로드·업체 포맷 변환·웹하드 업로드,todo,오픈 무관,,,N,N,[상위:STD-ADO-017] 후니프린팅_주문프로세스_20251001.pdf p.5 §05 외주발주 || P1판정(260902): auto-vs-human §2.2 #34 🧑 ✅현행 수기,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「외주 파일 다운로드·업체 포맷 변환·웹하드 업로드」가 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-103,생산·공정,외주,외주공정 주문리스트·외주처별 생산리스트,todo,오픈 무관,,,N,N,[상위:STD-ADO-017] 후니프린팅_주문프로세스_20251001.pdf p.4 §04 외주관리 || P1판정(260902): PDF p.4 §04 외주관리 — 현행 MES 운영,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「외주공정 주문리스트·외주처별 생산리스트」가 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-104,생산·공정,외주,외주제작·외주공정 제작물 입·출고 기록,todo,오픈 무관,,,N,N,[상위:STD-ADO-018] 후니프린팅_주문프로세스_20251001.pdf p.4 §04 외주관리 || P1판정(260902): auto-vs-human §2.3 #47 🧑외주관리자 ✅현행,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「외주제작·외주공정 제작물 입·출고 기록」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-106,생산·공정,포장·출고,1차포장 처리,todo,오픈 무관,,,N,N,후니프린팅_공정관리_시행초안_20260210.pdf p.1 · p.4 §04 출고 || P1판정(260902): auto-vs-human §2.4 #49 🧑출고팀 ✅현행,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「1차포장 처리」가 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-107,생산·공정,포장·출고,박스포장 처리(실사·대형 상품군),todo,오픈 무관,,,N,N,후니프린팅_공정관리_시행초안_20260210.pdf p.1 Case6-8 || P1판정(260902): auto-vs-human §2.4 #53 🧑 ✅현행,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「박스포장 처리(실사·대형 상품군)」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-108,생산·공정,포장·출고,제작번호별 바코드 입력→포장완료 상태변경,todo,오픈 무관,,,N,N,[구분:STD-ADO-016] 후니프린팅_주문프로세스_20251001.pdf p.1 || P1판정(260902): auto-vs-human §2.4 #50·#51 🧑(🟩)+🤖 ✅현행,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「제작번호별 바코드 입력→포장완료 상태변경」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-109,생산·공정,포장·출고,전 상품 포장완료 시 제작완료 자동 전환,todo,오픈 무관,,,N,N,후니프린팅_주문프로세스_20251001.pdf p.1 「if 모든상품이 포장완료이면 제작완료」 || P1판정(260902): auto-vs-human §2.4 #52 🤖(🔴) ✅현행 MES 자동,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「전 상품 포장완료 시 제작완료 자동 전환」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-110,생산·공정,포장·출고,주문번호별 바코드 입력→출고완료 전환,todo,오픈 무관,,,N,N,[구분:STD-ADO-016] 후니프린팅_주문프로세스_20251001.pdf p.1 || P1판정(260902): auto-vs-human §2.4 #57·#58 ✅현행,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「주문번호별 바코드 입력→출고완료 전환」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-111,생산·공정,포장·출고,송장 출력·송장 추가출력(택배),todo,오픈 무관,,,N,N,[구분:STD-ADO-020] 후니프린팅_주문프로세스_20251001.pdf p.1 case1 · p.4 §04 || P1판정(260902): auto-vs-human §2.4 #54 🧑(🟩) ✅현행,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「송장 출력·송장 추가출력(택배)」가 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-112,생산·공정,포장·출고,납품명세서 출력(퀵),todo,오픈 무관,,,N,N,[구분:STD-PAY-018] 후니프린팅_주문프로세스_20251001.pdf p.1 case2 · p.4 §04 || P1판정(260902): auto-vs-human §2.4 #55 🧑(🟩) ✅현행,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「납품명세서 출력(퀵)」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-113,생산·공정,포장·출고,출고명세서 출력(직접방문),todo,오픈 무관,,,N,N,[구분:STD-PAY-018] 후니프린팅_주문프로세스_20251001.pdf p.1 case3 · p.4 §04 || P1판정(260902): auto-vs-human §2.4 #56 🧑(🟩) ✅현행,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「출고명세서 출력(직접방문)」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-114,생산·공정,포장·출고,한 주문에 다중 송장 부여,new,작업 항목,,,N,N,후니프린팅_주문프로세스_20251001.pdf p.5 §05 출고 Pain point || P1판정(260902): auto-vs-human §4 G-9 「한 주문 1송장 → 여러 송장」 자동화 격차 — 미구현,R3 · 문서 근거만 있음 · G-9,인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,"「한 주문에 다중 송장 부여」를 담을 그릇(테이블·모듈·화면)이 생기고, webadmin 화면 + 라이브 DB + 출력물 에서 그 동작이 1회 관측된다"
STD-MFG-115,생산·공정,포장·출고,합배송 리스트 식별,new,작업 항목,,,N,N,후니프린팅_주문프로세스_20251001.pdf p.5 §05 출고 Pain point || P1판정(260902): auto-vs-human §4 G-6 「장바구니 + 합배송」 자동화 격차 — 식별 로직 미구현,R3 · 문서 근거만 있음 · G-6,인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,"「합배송 리스트 식별」을 담을 그릇(테이블·모듈·화면)이 생기고, webadmin 화면 + 라이브 DB + 출력물 에서 그 동작이 1회 관측된다"
STD-MFG-116,생산·공정,포장·출고,전 상품 출고지 단일화(오프라인 주문 외),todo,오픈 무관,,,N,N,후니프린팅_주문프로세스_20251001.pdf p.3 §03 하단 || P1판정(260902): PDF p.3 §03 하단 — 현행 정책(오프라인 주문 외 단일 출고지),R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「전 상품 출고지 단일화(오프라인 주문 외)」가 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-117,생산·공정,포장·출고,재고상품(상품 액세서리) 관리,todo,오픈 무관,,,N,N,후니프린팅_주문프로세스_20251001.pdf p.4 §04 출고 · 공정관리 PDF Case16 || P1판정(260902): PDF p.4 §04 출고 · 공정관리 PDF Case16 — 현행 운영,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「재고상품(상품 액세서리) 관리」가 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-118,생산·공정,포장·출고,제작완료 썸네일 확인 화면,todo,오픈 무관,,,N,N,후니프린팅_주문프로세스_20251001.pdf p.4 §04 출고 ★썸네일 보는 화면 || P1판정(260902): PDF p.4 §04 출고 ★썸네일 보는 화면 — 현행 MES 화면,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「제작완료 썸네일 확인 화면」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-119,생산·공정,재제작·반송,일부 재제작+재배송 지시(MES 주문복사),todo,오픈 무관,,,N,N,[상위:STD-CLM-015] 후니프린팅_주문프로세스_20251001.pdf p.7 §07 case1 || P1판정(260902): auto-vs-human §2.6 #78 🧑MES ✅현행(주문복사),R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「일부 재제작+재배송 지시(MES 주문복사)」가 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-120,생산·공정,재제작·반송,전체 재제작+재배송 지시,todo,오픈 무관,,,N,N,[상위:STD-CLM-015] 후니프린팅_주문프로세스_20251001.pdf p.7 §07 case2 || P1판정(260902): auto-vs-human §2.6 #78 🧑MES ✅현행,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「전체 재제작+재배송 지시」가 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-121,생산·공정,재제작·반송,반송 접수·반송여부 체크,todo,오픈 무관,,,N,N,[구분:STD-CLM-005] 후니프린팅_주문프로세스_20251001.pdf p.7 §07 반송 || P1판정(260902): auto-vs-human §2.6 #79 🧑 ✅현행(Nfocus 반송요청),R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「반송 접수·반송여부 체크」가 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-122,생산·공정,재제작·반송,주문 내 정산 메모필드(반송비·재제작 비용 부담),todo,오픈 무관,,,N,N,후니프린팅_주문프로세스_20251001.pdf p.7 §07 정산관련 || P1판정(260902): PDF p.7 §07 정산관련 — 현행 메모 운영,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2) · 돈 직결,인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「주문 내 정산 메모필드(반송비·재제작 비용 부담)」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-123,생산·공정,재제작·반송,재출고 신규송장 부여(상품누락 추가발송·교환 재발송),todo,오픈 무관,,,N,N,[상위:STD-SHP-012] 후니프린팅_주문프로세스_20251001.pdf p.7 §07 재출고 || P1판정(260902): PDF p.7 §07 재출고 — 현행 수기 신규송장,R3 · 문서 근거만 있음 · 10/6 범위 「수동 대체」 — 현행 MES·수기 경로로 운영(auto-vs-human.md §2),인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,webadmin 화면 + 라이브 DB + 출력물 에서 「재출고 신규송장 부여(상품누락 추가발송·교환 재발송)」이 현행 경로(MES·수기)로 1건 처리된 기록이 있다. 신규 시스템 이관은 10/6 범위 밖
STD-MFG-124,생산·공정,재제작·반송,반품·교환 웹훅 기록만 하고 MES 작업 자동생성 안 함,new,작업 항목,,,N,N,[상위:STD-ADO-022] order-to-mes-process.md §7.4 || P1판정(260902): §7.4 「반품·교환 웹훅은 기록만」 — 웹훅 수신함은 실재하나 클레임 분기 코드 0건,R3 · 문서 근거만 있음 · §11 3단계 TO-5 미체크,인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,"「반품·교환 웹훅 기록만 하고 MES 작업 자동생성 안 함」을 담을 그릇(테이블·모듈·화면)이 생기고, webadmin 화면 + 라이브 DB + 출력물 에서 그 동작이 1회 관측된다"
STD-MFG-125,생산·공정,알림,파일 오류 재업로드 요청 알림톡 발송(자동·담당자 발),new,작업 항목,,,N,N,[상위:STD-ART-018] order-to-mes-process.md §10 · 주문프로세스 PDF p.2 §02 || P1판정(260902): auto-vs-human §2.5 #67 「❌ 우리 몫 · 미구현」 · §11 4단계 미체크,R3 · 문서 근거만 있음 · 알림 경계: 파일 알림만 우리,인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,"「파일 오류 재업로드 요청 알림톡 발송(자동·담당자 발)」을 담을 그릇(테이블·모듈·화면)이 생기고, webadmin 화면 + 라이브 DB + 출력물 에서 그 동작이 1회 관측된다"
STD-MFG-126,생산·공정,알림,재업로드 접수 확인 알림,new,작업 항목,,,N,N,[상위:STD-ART-018] order-to-mes-process.md §10 || P1판정(260902): §10 — 재업로드 접수 확인 알림 미구현,R3 · 문서 근거만 있음,인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,"「재업로드 접수 확인 알림」을 담을 그릇(테이블·모듈·화면)이 생기고, webadmin 화면 + 라이브 DB + 출력물 에서 그 동작이 1회 관측된다"
STD-MFG-127,생산·공정,알림,편집상품 수정요청 알림(주문번호·편집번호·안내),new,작업 항목,,,N,N,[상위:STD-SYS-006] 후니프린팅_주문프로세스_20251001.pdf p.2 §02 || P1판정(260902): auto-vs-human §2.5 #68 「❌ 우리 몫 · 미구현」,R3 · 문서 근거만 있음,인쇄개발,-,규칙:M3 생산축 135행 — 전부 webadmin·MES 경계. 260616 IA 144 에는 없던 신설 축,"「편집상품 수정요청 알림(주문번호·편집번호·안내)」를 담을 그릇(테이블·모듈·화면)이 생기고, webadmin 화면 + 라이브 DB + 출력물 에서 그 동작이 1회 관측된다"
