prd_cd,상품명,상품군,종이류,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,등급,완성률,위젯클래스,다음한걸음,근거,widget_eligible,golden_status
PRD_000106,,포토북,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000105,,책자,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000107,,포토북,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000103,,포토북,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000102,,책자,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000024,포토카드,디지털인쇄,Y,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,N/A,WARN,PASS,PASS,L3,88.3,W-CASCADE,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_PHOTOCARD_NORMAL;OC=29;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000220,폰스트랩,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000129,폼보드,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,N/A,PASS,L3,92.2,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_FOAMBOARD;OC=67;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000131,프레임리스우드액자,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,N/A,PASS,L3,92.2,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_FRAMELESS;OC=67;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000031,프리미엄명함,디지털인쇄,Y,PASS,PASS,WARN,FAIL,WARN,WARN,WARN,N/A,WARN,WARN,WARN,L2+,55.3,W-FIX,골든 불일치 조사(판수/단가 대조),calc=UNSCORED-축미탑재;frm=PRF_NAMECARD_FIXED;OC=80;pfm=BOUND_OK,N,n/a (L3 미만)
PRD_000016,프리미엄엽서,디지털인쇄,Y,PASS,PASS,PASS,PASS,WARN,PASS,PASS,WARN,WARN,PASS,PASS,L2+,86.0,W-CASCADE,골든 불일치 조사(판수/단가 대조),calc=OK;frm=PRF_DGP_A;OC=100;pfm=BOUND_OK,N,표본 라이브 PRICE>0 실측확인 (골든 전수대조는 후속)
PRD_000042,프리미엄 쿠폰/상품권,디지털인쇄,Y,PASS,PASS,PASS,PASS,PASS,WARN,PASS,N/A,WARN,PASS,FAIL,L3,86.2,W-CASCADE,CPQ/판형 적재(D9)→L4,calc=OK;frm=PRF_DGP_A;R1=MAT_000128(면끈);MAT_0;OC=100;pfm=BOUND_OK,N,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000198,피크닉매트,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=DESIGNED_NOT_LOADED,N,n/a (L3 미만)
PRD_000200,핀버튼,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000021,핑크별색엽서,디지털인쇄,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,WARN,PASS,PASS,L3,90.0,W-CASCADE,"CPQ/판형 적재(D7,D8,D9)→L4",calc=OK;frm=PRF_DGP_A;OC=80;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000082,하드커버 링책자,책자,Y,PASS,FAIL,FAIL,FAIL,FAIL,WARN,WARN,N/A,N/A,WARN,WARN,L1,26.1,W-SET(설계후확정),가격공식 바인딩(§18 설계→§7 적재),calc=BLOCKED-미바인딩;pfm=DESIGNED_NOT_LOADED,N,n/a (L3 미만)
PRD_000086,,책자,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000085,,책자,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000087,,책자,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000084,,책자,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000083,,책자,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000072,하드커버책자,책자,Y,PASS,PASS,PASS,PASS,PASS,WARN,WARN,N/A,N/A,PASS,WARN,L3,87.5,W-SET,CPQ/판형 적재(D7)→L4,calc=PRICED-완제품가;frm=PRF_HC_MUSEON_SET;pfm=DESIGNED_NOT_LOADED,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000284,,책자,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a,N,n/a (L3 미만)
PRD_000076,,책자,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000075,,책자,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000074,,책자,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000073,,책자,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000228,하트 이미지피켓,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000066,합판도무송스티커,스티커,Y,PASS,PASS,WARN,WARN,WARN,WARN,WARN,N/A,N/A,WARN,WARN,L2+,62.5,W-FIX,골든 불일치 조사(판수/단가 대조),calc=OFFGRID-격자밖;frm=PRF_GANGPAN_FIXED;OC=75;pfm=BOUND_OK,N,n/a (L3 미만)
PRD_000010,행택끈,상품악세사리,N,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L1(기성),100.0,W-ADDON(부속),기성 고정가 적재 확인(§7),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000038,형압명함,디지털인쇄,Y,PASS,FAIL,FAIL,FAIL,FAIL,WARN,FAIL,N/A,WARN,WARN,WARN,L1,23.4,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-NO-PRICE;OC=40;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000141,홀로그램 시트커팅,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,N/A,PASS,L3,92.2,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_SHEETCUT_HOLO;OC=67;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000040,화이트인쇄명함,디지털인쇄,Y,PASS,FAIL,FAIL,FAIL,FAIL,WARN,FAIL,N/A,WARN,WARN,FAIL,L1,20.2,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-NO-PRICE;R1=MAT_000138(젤리볼펜(가칭));OC=40;pfm=LIVE_UNBOUND,N,n/a (L3 미만)
PRD_000020,화이트인쇄엽서,디지털인쇄,Y,PASS,PASS,PASS,PASS,PASS,WARN,WARN,WARN,WARN,PASS,FAIL,L3,80.0,W-CASCADE,"CPQ/판형 적재(D7,D8,D9)→L4",calc=OK;frm=PRF_DGP_A;R1=MAT_000138(젤리볼펜(가칭));OC=75;pfm=BOUND_OK,N,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000209,후드티셔츠,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
